transaction_id,customer_age,transaction_amount,account_balance,avg_amount_3m,n_transactions_month,days_since_last_transaction,transaction_hour,transaction_type,channel,outlier_type
TX00720,37,43.27,1584.73,43.84,18,7,23,POS payment,POS terminal,none
TX00721,39,58.88,2461.47,67.15,20,3,19,online transfer,mobile app,none
TX00722,30,105.13,6300.74,67.48,19,4,21,ATM withdrawal,ATM,none
TX00723,43,78.07,1926.46,58.97,24,13,10,POS payment,POS terminal,none
TX00724,53,89.8,1363.62,112.49,24,4,2,online transfer,mobile app,none
TX00725,50,75.61,1535.44,55.36,24,4,12,POS payment,POS terminal,none
TX00726,58,49.29,2249.35,45.22,7,9,16,POS payment,POS terminal,none
TX00727,48,77.56,3015.97,64.59,30,4,8,online transfer,mobile app,none
TX00728,53,160.53,3378.18,119.27,51,1,18,POS payment,POS terminal,none
TX00729,31,78.06,1710.67,55.73,18,4,9,ATM withdrawal,ATM,none
TX00730,71,74.07,3131.19,77.02,20,4,15,POS payment,POS terminal,none
TX00731,50,96.66,2325.53,65.95,14,7,5,ATM withdrawal,ATM,none
TX00732,24,61.12,1721.42,60.07,18,3,13,bill payment,web banking,none
TX00733,52,58.97,1963.11,52.14,14,5,5,online transfer,web banking,none
TX00734,58,50.39,1129.38,40.25,14,5,19,bill payment,mobile app,none
TX00735,22,47.64,1046.15,40.7,28,5,5,POS payment,POS terminal,none
TX00736,20,82.19,1772.49,78.02,13,4,21,POS payment,POS terminal,none
TX00737,41,60.4,1136.08,68.5,24,3,12,POS payment,POS terminal,none
TX00738,30,69.19,2343.21,62.87,21,5,18,POS payment,POS terminal,none
TX00739,31,79.75,2392.67,76.8,22,6,12,POS payment,POS terminal,none
TX00740,43,116.33,4255.62,87.64,29,7,3,POS payment,POS terminal,none
TX00741,56,43.59,1473.45,40.21,29,3,1,online transfer,mobile app,none
TX00742,49,144.35,2452.67,134.41,34,1,6,online transfer,web banking,none
TX00743,71,62.42,2281.33,69.52,23,5,12,POS payment,POS terminal,none
TX00744,23,86.73,3525.75,96.74,18,4,20,POS payment,POS terminal,none
TX00745,76,76.2,6135.08,75.98,26,5,1,POS payment,POS terminal,none
TX00746,58,47.54,1325.35,63.03,14,9,4,POS payment,POS terminal,none
TX00747,54,61.76,1436.82,67.23,16,5,10,bill payment,branch,none
TX00748,54,60.35,1364.79,56.8,9,17,16,online transfer,web banking,none
TX00749,62,56.18,1798.54,45.41,24,5,18,bill payment,web banking,none
TX00750,44,65.74,2883.58,72.64,24,3,12,bill payment,web banking,none
TX00751,34,72.24,2105.43,59.79,4,17,15,ATM withdrawal,ATM,none
TX00752,60,125.03,3373.55,95.48,27,3,14,POS payment,POS terminal,none
TX00753,45,54.29,1363.03,47.76,6,8,20,online transfer,mobile app,none
TX00754,45,67.88,1261.19,42.5,26,4,12,online transfer,web banking,none
TX00755,66,45.41,1501.29,49.61,22,7,16,bill payment,mobile app,none
TX00756,55,56.26,3024.88,56.95,34,2,19,online transfer,mobile app,none
TX00757,57,60.53,1097.42,57.51,16,12,11,POS payment,POS terminal,none
TX00758,35,49.31,1401.13,46.09,31,5,14,ATM withdrawal,ATM,none
TX00759,31,47.9,2440.25,45.15,34,3,6,online transfer,web banking,none
TX00760,38,52.6,2301.68,62.74,22,3,22,ATM withdrawal,ATM,none
TX00761,38,67.4,1841.33,74.55,23,4,10,ATM withdrawal,ATM,none
TX00762,23,87.62,1409.24,62.75,21,2,18,POS payment,POS terminal,none
TX00763,44,67.45,1811.4,77.36,26,5,18,online transfer,mobile app,none
TX00764,45,71.92,3027.71,58.11,44,2,11,POS payment,POS terminal,none
TX00765,54,64.06,1081.77,105.85,15,7,15,POS payment,POS terminal,none
TX00766,50,71.86,2255.74,61.97,25,4,13,POS payment,POS terminal,none
TX00767,57,59.04,3029.52,45.34,30,3,16,POS payment,POS terminal,none
TX00768,54,63.67,1046.8,38.53,24,6,5,online transfer,web banking,none
TX00769,49,67.15,1706.45,88.98,23,4,18,POS payment,POS terminal,none
TX00770,61,86.29,2153.58,67.8,18,4,15,bill payment,mobile app,none
TX00771,28,82.89,2294.94,87.41,15,3,20,online transfer,mobile app,none
TX00772,32,72.53,2461.92,78.01,33,3,4,POS payment,POS terminal,none
TX00773,41,63.2,1788.74,72.58,16,5,11,ATM withdrawal,ATM,none
TX00774,54,49.73,2070.44,41.23,24,4,14,POS payment,POS terminal,none
TX00775,32,85.69,2436.58,74.77,18,4,9,POS payment,POS terminal,none
TX00776,49,89.66,1854.09,60.18,32,3,20,bill payment,web banking,none
TX00777,43,75.01,1734.24,64.65,17,4,21,online transfer,web banking,none
TX00778,66,67.68,1140.6,75.21,34,7,18,POS payment,POS terminal,none
TX00779,56,44.37,1853.77,34.54,28,3,9,POS payment,POS terminal,none
TX00780,42,76.74,2585.24,61.98,12,6,17,POS payment,POS terminal,none
TX00781,71,63.28,1009.99,73.06,24,2,15,online transfer,web banking,none
TX00782,54,34.37,890.85,41.68,10,8,8,online transfer,web banking,none
TX00783,34,94.11,3647.79,93.57,22,3,3,bill payment,web banking,none
TX00784,55,78.79,3296.48,52.27,14,8,17,POS payment,POS terminal,none
TX00785,48,60.91,2236.53,59.04,17,7,11,online transfer,web banking,none
TX00786,32,109.22,1862.99,91.95,3,13,6,POS payment,POS terminal,none
TX00787,19,34.2,611.13,34.68,30,3,23,online transfer,mobile app,none
TX00788,47,71.61,1962.54,49.53,27,4,15,POS payment,POS terminal,none
TX00789,35,61.43,2336.41,54.32,19,4,14,bill payment,web banking,none
TX00790,30,9108.14,2161.71,71.9,25,7,13,bill payment,branch,univariate
TX00791,37,86.58,3624.73,78.8,44,1,15,online transfer,mobile app,none
TX00792,29,56.34,1744.64,48.22,23,5,16,POS payment,POS terminal,none
TX00793,48,73.78,2238.05,61.91,36,2,17,ATM withdrawal,ATM,none
TX00794,40,55.5,3784.37,68.62,25,7,6,POS payment,POS terminal,none
TX00795,30,23241.56,1637.88,73.51,22,6,13,online transfer,mobile app,univariate
TX00796,42,94.82,3068.03,91.36,24,5,2,POS payment,POS terminal,none
TX00797,60,84.19,2757.51,55.97,14,7,10,bill payment,mobile app,none
TX00798,30,55.8,2170.27,34.88,1,24,4,POS payment,POS terminal,none
TX00799,68,38.5,1032.36,39.44,22,4,8,POS payment,POS terminal,none
TX00800,28,47.36,1462.68,38.87,33,1,14,online transfer,mobile app,none
TX00801,33,73.57,1849.26,61.84,24,3,22,ATM withdrawal,ATM,none
TX00802,47,51.58,1616.27,44.27,12,10,14,bill payment,web banking,none
TX00803,28,98.18,3310.07,88.4,20,3,11,online transfer,mobile app,none
TX00804,44,72.97,1183.45,60.33,14,4,19,online transfer,web banking,none
TX00805,43,73.07,1016.39,59.78,6,5,13,POS payment,POS terminal,none
TX00806,68,108.0,4243.59,64.1,25,3,12,online transfer,mobile app,none
TX00807,38,73.38,1169.64,57.36,3,6,23,POS payment,POS terminal,none
TX00808,75,154.51,2591.97,109.77,25,2,14,online transfer,web banking,none
TX00809,47,46.95,1848.31,59.37,24,4,13,POS payment,POS terminal,none
TX00810,38,65.42,1590.18,69.51,19,4,15,online transfer,mobile app,none
TX00811,47,21236.33,2030.11,61.17,28,3,16,online transfer,mobile app,univariate
TX00812,42,73.97,3005.53,89.36,27,5,21,bill payment,web banking,none
TX00813,75,29.72,1224.43,41.41,14,4,13,POS payment,POS terminal,none
TX00814,57,112.69,4171.95,76.95,46,1,12,online transfer,web banking,none
TX00815,55,60.78,1877.79,65.61,30,2,14,online transfer,web banking,none
TX00816,29,38.95,647.55,38.84,16,5,17,ATM withdrawal,ATM,none
TX00817,62,70.04,2184.51,56.52,24,3,13,online transfer,mobile app,none
TX00818,44,89.53,4830.71,72.79,38,5,11,POS payment,POS terminal,none
TX00819,50,56.81,1990.57,54.23,23,7,18,bill payment,mobile app,none
TX00820,21,64.92,1922.02,45.74,11,4,11,ATM withdrawal,ATM,none
TX00821,44,70.12,2359.13,72.76,26,4,14,ATM withdrawal,ATM,none
TX00822,47,66.99,2356.22,68.56,22,4,11,POS payment,POS terminal,none
TX00823,42,91.75,2266.03,103.78,25,3,14,online transfer,web banking,none
TX00824,66,49.64,965.09,42.42,21,6,14,bill payment,branch,none
TX00825,38,69.31,1452.39,51.09,15,6,6,POS payment,POS terminal,none
TX00826,40,45.89,765.17,48.03,23,2,18,online transfer,web banking,none
TX00827,49,71.59,2213.51,75.8,24,5,13,ATM withdrawal,ATM,none
TX00828,52,47.57,3475.86,75.65,13,2,3,POS payment,POS terminal,multivariate
TX00829,44,73.93,2853.52,57.17,18,6,10,online transfer,web banking,none
TX00830,46,77.41,1469.31,85.56,26,5,11,online transfer,web banking,none
TX00831,54,42.83,926.73,35.06,21,8,17,POS payment,POS terminal,none
TX00832,43,56.69,2664.48,66.4,24,4,19,online transfer,mobile app,none
TX00833,43,55.3,1227.48,43.05,25,5,4,online transfer,mobile app,none
TX00834,33,58.98,2950.55,74.0,24,2,17,online transfer,mobile app,none
TX00835,56,75.61,1549.75,67.61,33,5,16,POS payment,POS terminal,none
TX00836,27,71.36,2601.79,70.89,21,4,20,bill payment,branch,none
TX00837,47,85.24,6333.38,81.44,23,8,13,POS payment,POS terminal,none
TX00838,60,51.05,1048.21,46.8,12,8,13,ATM withdrawal,ATM,none
TX00839,59,69.59,2989.85,52.61,29,5,12,bill payment,branch,none
TX00840,48,60.64,1549.37,45.73,15,4,8,POS payment,POS terminal,none
TX00841,43,109.98,850.6,83.33,27,3,5,POS payment,POS terminal,bivariate
TX00842,33,45.62,1318.61,43.04,13,11,9,online transfer,web banking,none
TX00843,57,62.33,2860.65,72.66,29,4,8,POS payment,POS terminal,none
TX00844,18,64.14,1492.78,49.53,14,4,12,ATM withdrawal,ATM,none
TX00845,54,59.63,2147.24,72.96,28,4,23,online transfer,mobile app,none
TX00846,43,46.47,1879.44,61.74,29,2,8,bill payment,branch,none
TX00847,48,47.38,621.94,42.74,14,8,12,online transfer,mobile app,none
TX00848,53,60.54,2094.88,58.54,15,4,9,bill payment,web banking,none
TX00849,53,49.24,1650.92,49.13,20,6,8,ATM withdrawal,ATM,none
TX00850,43,80.38,1763.27,65.83,17,4,12,online transfer,web banking,none
TX00851,46,75.98,1521.13,89.97,25,3,19,bill payment,branch,none
TX00852,29,45.24,1172.17,62.81,14,4,6,POS payment,POS terminal,none
TX00853,34,59.75,2799.44,49.15,43,2,13,online transfer,mobile app,none
TX00854,24,68.15,2590.1,57.2,29,3,5,ATM withdrawal,ATM,none
TX00855,51,146.16,4934.16,108.19,32,3,10,online transfer,mobile app,none
TX00856,25,103.53,2285.48,73.99,24,4,2,ATM withdrawal,ATM,none
TX00857,62,83.72,2117.62,56.95,24,10,2,POS payment,POS terminal,none
TX00858,69,66.24,1718.22,49.08,9,8,16,online transfer,mobile app,none
TX00859,36,137.09,9828.68,87.39,30,3,15,ATM withdrawal,ATM,none
TX00860,37,78.81,3060.96,67.82,38,3,11,ATM withdrawal,ATM,none
TX00861,74,45.19,1162.78,41.48,31,4,7,online transfer,web banking,none
TX00862,18,104.36,3734.24,76.87,37,1,12,POS payment,POS terminal,none
TX00863,53,42.47,1473.26,42.6,11,11,0,POS payment,POS terminal,none
TX00864,66,76.71,1237.08,68.61,11,11,11,POS payment,POS terminal,none
TX00865,46,59.19,1809.75,61.54,14,5,1,ATM withdrawal,ATM,none
TX00866,39,76.74,3883.03,93.89,23,3,23,bill payment,web banking,none
TX00867,49,46.98,2208.21,58.42,18,11,8,POS payment,POS terminal,none
TX00868,68,66.76,1919.71,59.31,18,6,17,online transfer,mobile app,none
TX00869,75,47.33,1743.15,40.63,22,4,15,online transfer,web banking,none
TX00870,76,108.02,3688.73,116.83,53,2,15,bill payment,web banking,none
TX00871,66,64.88,2195.26,66.88,27,4,14,POS payment,POS terminal,none
TX00872,64,58.62,2056.4,45.07,19,3,14,online transfer,web banking,none
TX00873,20,69.25,2886.43,64.83,38,2,15,POS payment,POS terminal,none
TX00874,58,54.42,1312.48,59.28,16,5,14,POS payment,POS terminal,none
TX00875,51,52.81,1283.82,46.95,24,5,21,POS payment,POS terminal,none
TX00876,74,39.86,1160.1,52.9,33,2,11,POS payment,POS terminal,none
TX00877,39,50.08,1561.25,60.92,29,2,13,POS payment,POS terminal,none
TX00878,45,45.37,868.2,43.09,30,7,6,POS payment,POS terminal,none
TX00879,67,72.13,1808.15,67.17,11,5,18,ATM withdrawal,ATM,none
TX00880,64,126.05,3383.84,100.09,29,3,1,ATM withdrawal,ATM,none
TX00881,30,98.5,2828.23,70.92,15,3,19,bill payment,mobile app,none
TX00882,60,42.8,642.75,63.07,5,15,18,POS payment,POS terminal,none
TX00883,44,41.52,1928.34,55.97,20,6,0,POS payment,POS terminal,none
TX00884,27,125.27,2960.45,76.09,10,5,10,online transfer,web banking,none
TX00885,18,91.09,2532.36,76.07,25,5,15,POS payment,POS terminal,none
TX00886,50,40.45,507.6,45.4,4,10,23,POS payment,POS terminal,none
TX00887,43,47.5,1948.27,50.21,38,2,10,online transfer,web banking,none
TX00888,64,70.63,1965.54,56.37,11,14,12,online transfer,web banking,none
TX00889,30,48.33,1529.52,58.66,31,3,13,POS payment,POS terminal,none
TX00890,52,41.82,701.93,49.14,12,5,10,online transfer,mobile app,none
TX00891,22,80.75,2532.27,67.23,30,2,9,online transfer,mobile app,none
TX00892,31,49.46,1731.57,45.53,13,4,5,POS payment,POS terminal,none
TX00893,55,83.29,2577.37,71.25,25,4,13,online transfer,mobile app,none
TX00894,43,46.51,754.33,30.07,25,1,12,online transfer,mobile app,none
TX00895,33,50.27,1123.52,58.73,21,2,19,online transfer,web banking,none
TX00896,64,63.03,1650.48,62.11,10,3,12,online transfer,web banking,none
TX00897,43,72.05,2610.7,62.69,20,4,16,online transfer,mobile app,none
TX00898,62,56.57,2216.61,79.57,31,4,15,online transfer,web banking,none
TX00899,18,45.18,1116.07,52.65,17,3,16,online transfer,mobile app,none
TX00900,20,115.67,5748.59,90.13,16,3,8,POS payment,POS terminal,none
TX00901,42,41.88,1628.18,34.86,15,4,15,online transfer,mobile app,none
TX00902,36,57.55,2178.96,37.42,24,5,10,POS payment,POS terminal,none
TX00903,46,60.05,1471.1,78.94,14,7,14,POS payment,POS terminal,none
TX00904,39,81.49,1605.15,49.83,11,9,10,POS payment,POS terminal,none
TX00905,56,75.87,990.22,45.24,7,7,13,online transfer,mobile app,none
TX00906,70,80.02,1650.71,61.27,30,4,19,POS payment,POS terminal,none
TX00907,61,79.82,3304.68,57.66,19,6,14,online transfer,web banking,none
TX00908,38,71.11,1282.0,61.02,9,12,12,POS payment,POS terminal,none
TX00909,66,85.97,2555.25,69.7,13,11,4,bill payment,web banking,none
TX00910,25,132.48,2821.16,70.07,18,5,23,ATM withdrawal,ATM,none
TX00911,36,92.81,5569.66,80.53,38,4,22,online transfer,mobile app,none
TX00912,18,85.56,1975.26,73.07,25,3,6,POS payment,POS terminal,none
TX00913,53,39.59,854.01,26.32,12,4,8,online transfer,web banking,none
TX00914,38,33.22,1327.96,29.7,23,5,13,ATM withdrawal,ATM,none
TX00915,36,87.6,3333.78,69.67,26,3,15,online transfer,mobile app,none
TX00916,49,37.75,1115.88,34.04,4,6,16,online transfer,mobile app,none
TX00917,64,43.3,1291.16,37.05,12,8,8,online transfer,web banking,none
TX00918,53,56.26,1088.29,55.29,9,11,17,POS payment,POS terminal,none
TX00919,30,42.53,564.67,55.92,16,5,23,online transfer,mobile app,none
TX00920,39,64.0,3042.36,46.81,49,1,19,ATM withdrawal,ATM,none
TX00921,75,42.68,1289.61,64.61,30,4,11,bill payment,branch,none
TX00922,47,87.41,3686.18,73.59,31,1,20,ATM withdrawal,ATM,none
TX00923,27,40.62,1711.56,37.78,20,11,17,ATM withdrawal,ATM,none
TX00924,67,71.5,2226.29,60.54,28,4,14,online transfer,mobile app,none
TX00925,24,65.45,2379.92,65.9,23,5,15,bill payment,mobile app,none
TX00926,30,79.45,3875.0,64.11,31,3,12,online transfer,mobile app,none
TX00927,32,60.47,1496.45,44.62,25,4,17,POS payment,POS terminal,none
TX00928,46,90.31,2635.38,69.24,24,3,8,POS payment,POS terminal,none
TX00929,29,76.83,1589.58,42.39,17,5,15,POS payment,POS terminal,none
TX00930,56,84.9,3140.64,91.79,23,11,19,POS payment,POS terminal,none
TX00931,34,43.17,829.34,39.71,18,3,10,ATM withdrawal,ATM,none
TX00932,43,71.52,1580.25,72.04,31,2,12,POS payment,POS terminal,none
TX00933,39,75.77,4860.13,66.74,33,6,16,POS payment,POS terminal,none
TX00934,44,88.72,3403.77,117.45,18,4,21,POS payment,POS terminal,none
TX00935,61,56.55,860.46,55.0,1,12,13,ATM withdrawal,ATM,none
TX00936,52,90.11,3362.27,57.26,2,16,14,ATM withdrawal,ATM,none
TX00937,34,80.61,4118.99,70.61,20,4,9,online transfer,mobile app,none
TX00938,51,38.7,1177.61,31.32,22,5,3,online transfer,web banking,none
TX00939,32,116.99,3844.36,95.67,18,13,3,online transfer,mobile app,none
TX00940,57,59.83,622.87,75.07,4,8,3,POS payment,POS terminal,none
TX00941,51,60.35,1170.92,52.6,20,5,14,POS payment,POS terminal,none
TX00942,54,67.44,5970.06,54.27,40,2,16,online transfer,mobile app,none
TX00943,69,116.86,4299.81,77.99,20,5,12,POS payment,POS terminal,none
TX00944,42,69.08,1903.05,58.19,12,5,19,bill payment,mobile app,none
TX00945,73,88.86,2538.19,66.64,22,5,21,POS payment,POS terminal,none
TX00946,24,66.46,2369.38,55.17,15,3,15,POS payment,POS terminal,none
TX00947,34,86.4,1548.64,61.18,28,3,0,POS payment,POS terminal,none
TX00948,21,104.96,5661.73,79.78,25,2,7,POS payment,POS terminal,none
TX00949,42,83.43,3723.24,55.75,21,2,15,bill payment,branch,none
TX00950,37,107.64,3697.97,95.7,15,9,17,online transfer,web banking,none
TX00951,45,40.08,742.02,36.39,9,5,7,POS payment,POS terminal,none
TX00952,67,61.83,2351.67,49.21,43,1,17,online transfer,mobile app,none
TX00953,40,57.82,1512.65,54.51,8,6,16,POS payment,POS terminal,none
TX00954,46,54.57,1898.76,54.08,11,5,17,POS payment,POS terminal,none
TX00955,44,46.11,1596.83,41.73,14,3,13,online transfer,web banking,none
TX00956,72,62.24,1217.22,55.69,13,7,23,POS payment,POS terminal,none
TX00957,50,84.84,2970.66,52.39,20,10,21,POS payment,POS terminal,none
TX00958,39,39.8,958.91,34.69,17,3,19,POS payment,POS terminal,none
TX00959,54,168.69,5711.82,93.32,37,1,0,online transfer,web banking,none
TX00960,32,49.4,2481.59,46.57,14,3,17,online transfer,web banking,none
TX00961,36,94.07,1765.27,71.46,27,3,15,POS payment,POS terminal,none
TX00962,47,69.24,1685.38,50.52,14,3,12,POS payment,POS terminal,none
TX00963,48,54.72,1507.93,53.13,18,7,23,POS payment,POS terminal,none
TX00964,46,43.51,1966.46,33.6,14,7,17,bill payment,web banking,none
TX00965,54,54.71,1866.11,56.2,19,7,3,online transfer,web banking,none
TX00966,44,66.98,1718.33,60.06,19,6,17,POS payment,POS terminal,none
TX00967,38,121.14,3680.05,105.3,28,2,16,POS payment,POS terminal,none
TX00968,18,60.55,1266.48,75.0,13,5,12,POS payment,POS terminal,none
TX00969,50,45.1,2241.61,41.33,15,4,6,online transfer,mobile app,none
TX00970,39,89.33,3380.8,73.41,20,2,13,ATM withdrawal,ATM,none
TX00971,57,42.27,1465.61,38.33,3,17,20,POS payment,POS terminal,none
TX00972,56,48.74,818.75,62.53,10,6,11,ATM withdrawal,ATM,none
TX00973,34,70.1,2142.67,77.56,8,7,21,POS payment,POS terminal,none
TX00974,57,45.59,1743.13,60.09,29,2,12,ATM withdrawal,ATM,none
TX00975,52,52.61,2496.06,43.4,31,4,5,POS payment,POS terminal,none
TX00976,53,51.75,904.2,50.77,3,10,14,POS payment,POS terminal,none
TX00977,46,58.42,2020.54,44.51,18,11,7,ATM withdrawal,ATM,none
TX00978,57,126.5,3503.63,116.41,35,2,14,online transfer,web banking,none
TX00979,29,76.29,1950.6,68.43,27,2,5,ATM withdrawal,ATM,none
TX00980,41,121.66,2233.97,97.05,30,3,3,bill payment,branch,none
TX00981,46,47.66,1302.78,39.79,23,1,22,POS payment,POS terminal,none
TX00982,49,60.53,1359.74,39.38,25,4,7,POS payment,POS terminal,none
TX00983,32,68.64,1669.1,70.69,28,3,1,POS payment,POS terminal,none
TX00984,62,67.79,2453.94,61.39,17,8,1,online transfer,web banking,none
TX00985,37,35.2,1658.46,42.64,16,10,20,bill payment,mobile app,none
TX00986,53,42.68,1883.19,73.73,31,3,13,ATM withdrawal,ATM,none
TX00987,76,104.51,3286.01,96.15,35,2,7,bill payment,web banking,none
TX00988,52,64.76,1345.45,56.27,14,7,12,online transfer,web banking,none
TX00989,30,94.77,6188.85,114.01,32,2,18,ATM withdrawal,ATM,none
TX00990,48,108.04,5005.34,81.3,23,3,17,POS payment,POS terminal,none
TX00991,60,95.6,2693.08,95.67,23,6,15,POS payment,POS terminal,none
TX00992,44,61.07,1894.15,57.29,24,4,18,ATM withdrawal,ATM,none
TX00993,53,70.09,2659.52,60.61,19,3,13,ATM withdrawal,ATM,none
TX00994,64,124.55,5160.17,93.67,18,3,17,ATM withdrawal,ATM,none
TX00995,63,48.38,4292.18,47.57,13,7,23,ATM withdrawal,ATM,none
TX00996,57,93.22,4547.55,102.76,24,3,12,POS payment,POS terminal,none
TX00997,39,30.19,1499.52,29.66,10,10,17,POS payment,POS terminal,none
TX00998,52,79.19,2049.35,60.69,7,11,10,bill payment,web banking,none
TX00999,66,61.97,1465.67,73.07,33,1,21,POS payment,POS terminal,none
TX01000,46,54.93,2168.81,43.3,19,3,11,online transfer,web banking,none
TX01001,55,78.43,1362.71,66.56,28,8,17,POS payment,POS terminal,none
TX01002,74,120.74,3686.76,84.52,24,2,13,bill payment,web banking,none
TX01003,53,57.59,2624.98,54.62,35,4,14,POS payment,POS terminal,none
TX01004,54,93.28,1992.53,74.5,18,6,18,online transfer,web banking,none
TX01005,52,53.55,1346.15,61.64,1,8,17,bill payment,mobile app,none
TX01006,45,125.51,6005.78,77.7,22,4,18,POS payment,POS terminal,none
TX01007,59,36.37,1224.64,46.72,26,6,10,POS payment,POS terminal,none
TX01008,67,103.9,2663.68,102.94,19,6,3,bill payment,web banking,none
TX01009,30,123.65,5285.65,113.5,39,1,10,bill payment,branch,none
TX01010,42,45.08,1239.84,34.42,16,8,16,POS payment,POS terminal,none
TX01011,62,68.63,2662.06,55.41,46,1,6,POS payment,POS terminal,none
TX01012,31,63.16,3347.31,50.76,22,6,23,bill payment,web banking,none
TX01013,29,92.13,2915.91,86.25,21,4,3,POS payment,POS terminal,none
TX01014,40,88.43,3353.28,64.15,38,3,11,ATM withdrawal,ATM,none
TX01015,62,95.69,4456.75,72.09,28,2,20,online transfer,mobile app,none
TX01016,19,90.62,3763.34,83.22,34,2,11,POS payment,POS terminal,none
TX01017,51,51.76,1306.07,45.57,10,6,13,bill payment,mobile app,none
TX01018,58,116.14,2539.36,86.65,32,2,16,online transfer,mobile app,none
TX01019,49,91.22,2323.38,74.98,23,6,5,POS payment,POS terminal,none
TX01020,42,60.84,2803.15,52.16,17,6,16,ATM withdrawal,ATM,none
TX01021,90,76.89,2121.41,66.43,15,4,11,POS payment,POS terminal,none
TX01022,41,97.49,5980.53,96.04,46,1,16,POS payment,POS terminal,none
TX01023,38,75.48,2537.87,78.8,34,2,7,POS payment,POS terminal,none
TX01024,44,45.58,1148.81,37.52,36,2,17,POS payment,POS terminal,none
TX01025,30,99.06,2513.6,94.59,27,3,1,online transfer,mobile app,none
TX01026,28,64.12,2744.08,53.66,37,1,17,POS payment,POS terminal,none
TX01027,33,91.31,3122.79,83.03,31,4,12,ATM withdrawal,ATM,none
TX01028,52,57.14,976.92,56.83,25,4,19,bill payment,web banking,none
TX01029,42,113.49,3836.52,84.08,14,3,12,POS payment,POS terminal,none
TX01030,47,55.76,1648.15,45.43,29,3,11,POS payment,POS terminal,none
TX01031,61,80.2,4861.93,71.11,45,2,13,bill payment,branch,none
TX01032,69,48.7,2292.0,47.14,18,3,16,bill payment,mobile app,none
TX01033,55,84.72,2222.1,60.28,15,6,13,POS payment,POS terminal,none
TX01034,44,55.47,1792.42,44.77,16,4,5,POS payment,POS terminal,none
TX01035,55,82.42,1702.92,58.95,13,3,12,POS payment,POS terminal,none
TX01036,39,60.22,1049.06,50.02,1,7,20,bill payment,branch,none
TX01037,45,64.06,2104.38,66.52,27,4,9,ATM withdrawal,ATM,none
TX01038,47,93.63,1049.24,45.83,29,8,3,online transfer,web banking,multivariate
TX01039,22,52.32,2108.08,62.61,2,13,19,POS payment,POS terminal,none
TX01040,40,57.89,2448.09,43.01,16,5,17,ATM withdrawal,ATM,none
TX01041,29,32.36,933.62,34.58,12,11,6,ATM withdrawal,ATM,none
TX01042,36,63.69,1282.22,48.52,28,3,19,bill payment,branch,none
TX01043,65,51.35,686.44,63.59,17,10,14,ATM withdrawal,ATM,none
TX01044,66,52.41,1991.27,59.23,18,5,16,online transfer,web banking,none
TX01045,43,37.09,686.35,52.97,21,4,10,online transfer,web banking,none
TX01046,58,116.43,5885.39,106.26,42,1,15,POS payment,POS terminal,none
TX01047,53,82.53,3078.74,77.7,16,5,12,online transfer,web banking,none
TX01048,52,71.63,2218.37,67.11,23,7,5,POS payment,POS terminal,none
TX01049,18,78.68,3119.97,53.89,35,3,14,ATM withdrawal,ATM,none
TX01050,41,40.95,1279.33,42.97,22,3,12,bill payment,branch,none
TX01051,36,108.49,3155.66,85.5,6,12,1,POS payment,POS terminal,none
TX01052,46,56.69,3035.66,54.81,14,2,23,online transfer,mobile app,none
TX01053,18,95.35,2773.77,81.01,3,6,15,POS payment,POS terminal,none
TX01054,56,85.9,3368.66,84.39,30,3,6,online transfer,web banking,none
TX01055,46,141.16,4732.14,91.52,25,4,6,bill payment,web banking,none
TX01056,41,102.29,4221.19,73.18,15,6,23,bill payment,mobile app,none
TX01057,46,84.98,2938.51,73.57,28,1,1,online transfer,mobile app,none
TX01058,32,105.57,815.28,95.65,28,2,16,online transfer,mobile app,bivariate
TX01059,50,148.33,3269.83,119.97,23,4,11,ATM withdrawal,ATM,none
TX01060,34,47.71,1489.19,43.12,22,4,18,POS payment,POS terminal,none
TX01061,42,30.12,670.65,31.18,13,8,10,online transfer,web banking,none
TX01062,67,112.99,775.5,78.39,26,3,7,online transfer,mobile app,bivariate
TX01063,67,69.85,5200.6,65.86,31,4,16,ATM withdrawal,ATM,none
TX01064,40,52.57,1003.77,47.29,1,9,12,online transfer,mobile app,none
TX01065,22,111.22,722.69,33.64,18,3,18,bill payment,branch,bivariate
TX01066,54,64.46,1623.99,51.92,22,4,11,online transfer,web banking,none
TX01067,18,41.67,831.81,31.73,1,8,13,online transfer,web banking,none
TX01068,44,78.03,3542.47,57.2,41,1,16,ATM withdrawal,ATM,none
TX01069,44,58.56,1317.01,67.98,12,3,13,POS payment,POS terminal,none
TX01070,66,123.38,6242.61,107.38,24,3,13,online transfer,mobile app,none
TX01071,53,84.91,3511.13,65.04,27,3,19,online transfer,mobile app,none
TX01072,46,124.56,3148.94,91.3,20,2,13,POS payment,POS terminal,none
TX01073,52,68.25,2710.85,49.63,18,7,0,bill payment,web banking,none
TX01074,18,81.92,1929.63,85.18,19,3,12,POS payment,POS terminal,none
TX01075,43,71.46,1682.27,97.36,34,2,23,POS payment,POS terminal,none
TX01076,51,82.38,2394.92,68.49,16,5,12,POS payment,POS terminal,none
TX01077,45,67.15,1583.75,65.03,36,2,18,POS payment,POS terminal,none
TX01078,64,68.87,2054.03,58.96,23,5,14,POS payment,POS terminal,none
TX01079,45,64.51,2298.1,51.18,23,3,22,POS payment,POS terminal,none
TX01080,52,47.98,2429.68,44.44,12,5,9,POS payment,POS terminal,none
