incident_id,day_of_week,hour,is_month_end,system,incident_type,severity,team,after_change,affected_users,transactions_impacted,resolution_minutes,downtime_minutes,availability_pct,cpu_peak_pct,memory_peak_pct,monitoring_alerts,sla_breach
INC100962,Monday,14,yes,Payments Gateway,Application Error,Medium,Application Support,no,59,1468,565,359,80.0,39.2,35.9,6,yes
INC100963,Monday,0,no,Mobile App,Application Error,Critical,Application Support,no,616,13774,398,225,84.21,62.4,60.4,12,yes
INC100964,Sunday,18,no,Home Banking,Application Error,Medium,Application Support,yes,30,800,623,351,80.0,47.3,46.4,6,yes
INC100965,Wednesday,4,no,Core Banking,Batch Failure,Medium,Application Support,no,57,1375,471,204,85.37,70.0,61.4,1,no
INC100966,Sunday,19,no,ATM Network,Network Outage,Low,Network,no,53,974,605,389,80.0,69.1,50.0,3,no
INC100967,Monday,6,no,Home Banking,Application Error,High,Application Support,yes,72,1773,138,84,93.4,60.7,69.2,11,no
INC100968,Thursday,5,no,CRM,Batch Failure,High,DBA,no,27,707,290,149,89.87,86.0,71.7,7,yes
INC100969,Monday,15,no,Mobile App,Performance Degradation,Low,Infrastructure,no,180,3960,312,145,89.87,71.2,63.2,6,no
INC100970,Tuesday,13,no,Trading Platform,Performance Degradation,Medium,Infrastructure,no,76,1892,521,262,81.95,79.5,92.5,3,yes
INC100971,Monday,4,no,Core Banking,Batch Failure,Critical,Application Support,no,177,4346,66,26,97.98,96.2,72.2,16,no
INC100972,Monday,0,yes,ATM Network,Batch Failure,Critical,DBA,no,122,3139,144,72,94.67,55.6,50.1,4,yes
INC100973,Saturday,9,no,Core Banking,Human Error,Low,Infrastructure,no,133,4004,414,283,80.2,77.3,77.9,6,no
INC100974,Tuesday,9,no,Home Banking,Performance Degradation,Medium,Infrastructure,no,319,6279,196,95,93.47,78.8,54.9,22,no
INC100975,Thursday,17,no,Core Banking,Network Outage,High,Network,yes,256,8490,166,89,94.02,48.9,35.2,17,no
INC100976,Wednesday,17,no,Core Banking,Performance Degradation,Low,Infrastructure,no,485,12086,493,255,82.4,72.0,68.4,29,no
INC100977,Wednesday,11,no,CRM,Application Error,High,Application Support,yes,134,3684,283,192,86.34,56.2,41.4,10,yes
INC100978,Thursday,8,no,ATM Network,Hardware Failure,Critical,Infrastructure,no,41,1065,142,103,93.49,46.1,54.4,1,yes
INC100979,Monday,9,no,Trading Platform,Human Error,Medium,Application Support,no,109,2011,95,43,97.13,42.8,40.8,1,no
INC100980,Sunday,10,no,Payments Gateway,Human Error,Low,Infrastructure,no,111,2340,188,182,87.14,84.5,75.7,9,yes
INC100981,Friday,9,no,Mobile App,Application Error,High,Application Support,no,465,10615,110,52,96.54,72.7,71.4,25,yes
INC100982,Friday,3,yes,Home Banking,Batch Failure,Medium,Application Support,no,30,953,181,118,91.9,82.1,76.1,3,no
INC100983,Wednesday,13,no,Trading Platform,Application Error,Critical,Application Support,no,105,2122,96,30,97.86,72.4,57.8,12,no
INC100984,Monday,2,yes,Core Banking,Batch Failure,Critical,Application Support,no,45,1003,287,194,86.43,51.7,43.0,1,yes
INC100985,Sunday,19,no,ATM Network,Network Outage,Low,Network,no,77,1977,593,309,80.0,50.9,36.5,0,no
INC100986,Tuesday,10,yes,Home Banking,Performance Degradation,High,Infrastructure,no,69,1857,200,97,93.87,92.0,85.5,20,no
INC100987,Monday,8,no,CRM,Application Error,Critical,Application Support,yes,78,2075,63,29,97.27,79.5,56.4,16,no
INC100988,Tuesday,14,yes,Core Banking,Human Error,Low,Application Support,yes,16,329,199,140,90.71,72.5,56.9,11,no
INC100989,Friday,2,no,Mobile App,Application Error,Medium,Application Support,yes,144,2592,483,199,86.19,37.6,28.4,5,yes
INC100990,Thursday,1,no,Trading Platform,Batch Failure,High,Application Support,yes,63,1772,105,57,96.12,78.8,82.8,2,no
INC100991,Friday,17,no,Core Banking,Human Error,Low,Infrastructure,no,68,2136,501,313,80.0,58.8,51.2,2,no
INC100992,Friday,12,no,Home Banking,Security Alert,High,Security,no,488,11458,311,180,86.57,60.7,55.1,31,yes
INC100993,Monday,22,no,Payments Gateway,Network Outage,High,Network,no,50,1056,288,132,91.12,51.0,49.4,4,yes
INC100994,Sunday,14,no,Mobile App,Performance Degradation,High,DBA,no,112,2607,296,198,86.7,62.0,52.1,5,yes
INC100995,Wednesday,9,no,CRM,Application Error,High,Application Support,no,49,1294,262,138,90.18,60.4,56.7,6,yes
INC100996,Thursday,6,no,Trading Platform,Application Error,Medium,Application Support,no,57,1391,738,497,80.0,44.4,43.8,7,yes
INC100997,Monday,9,no,Mobile App,Performance Degradation,High,Infrastructure,no,610,18613,250,162,89.32,80.1,70.8,104,yes
INC100998,Sunday,22,no,CRM,Network Outage,Low,Network,no,34,975,870,453,80.0,70.5,63.3,4,yes
INC100999,Tuesday,14,yes,Payments Gateway,Performance Degradation,Low,Infrastructure,no,35,903,312,197,86.47,67.9,68.4,0,no
INC101000,Monday,15,no,CRM,Application Error,Low,Application Support,no,186,3199,612,351,80.0,70.1,76.2,2,no
INC101001,Wednesday,23,no,Home Banking,Security Alert,High,Security,no,60,1279,171,132,90.97,71.5,72.4,18,no
INC101002,Monday,14,no,ATM Network,Hardware Failure,High,Infrastructure,no,15,359,392,176,87.98,71.9,59.4,3,yes
INC101003,Monday,19,no,Core Banking,Application Error,Low,Application Support,no,29,680,1537,785,80.0,57.8,50.7,5,yes
INC101004,Thursday,3,yes,Core Banking,Batch Failure,High,Application Support,no,23,608,78,82,94.47,71.6,60.5,2,no
INC101005,Wednesday,6,no,ATM Network,Network Outage,Medium,Infrastructure,no,11,275,462,280,80.31,57.0,62.0,4,no
INC101006,Sunday,5,no,Core Banking,Hardware Failure,Medium,Infrastructure,no,47,967,768,458,80.0,55.7,47.2,1,no
INC101007,Tuesday,11,yes,Mobile App,Performance Degradation,High,DBA,yes,77,2135,116,83,94.25,74.5,62.4,18,no
INC101008,Friday,10,yes,Payments Gateway,Performance Degradation,Critical,Infrastructure,yes,249,6271,80,54,95.71,54.8,68.0,32,no
INC101009,Wednesday,0,no,Core Banking,Network Outage,High,Infrastructure,no,128,3392,298,188,87.15,100.0,84.9,11,yes
INC101010,Thursday,22,no,Mobile App,Application Error,Medium,Application Support,yes,119,3410,185,125,90.45,55.0,52.1,12,no
INC101011,Thursday,14,no,Payments Gateway,Performance Degradation,High,Infrastructure,no,33,739,218,98,93.32,91.2,100.0,3,no
INC101012,Wednesday,14,no,CRM,Application Error,Medium,Application Support,yes,90,2727,167,92,93.77,49.0,49.0,0,no
INC101013,Sunday,13,no,Home Banking,Security Alert,Low,Security,no,228,5590,1565,827,80.0,87.8,70.0,23,yes
INC101014,Tuesday,4,no,CRM,Application Error,Medium,Application Support,yes,54,1634,185,112,91.79,70.0,49.3,4,no
INC101015,Monday,11,no,Trading Platform,Application Error,High,Application Support,no,81,1700,284,91,93.54,61.7,52.6,11,yes
INC101016,Thursday,16,no,Payments Gateway,Performance Degradation,Medium,Infrastructure,yes,22,665,138,60,96.06,55.7,44.4,4,no
INC101017,Saturday,22,yes,Mobile App,Application Error,Low,Application Support,yes,155,3352,519,235,83.8,78.7,75.0,9,no
INC101018,Monday,14,no,ATM Network,Performance Degradation,Low,Infrastructure,yes,257,9054,341,229,83.71,82.6,77.4,51,no
INC101019,Wednesday,4,no,ATM Network,Network Outage,Critical,Infrastructure,no,96,2026,235,138,90.45,45.4,57.4,6,yes
INC101020,Saturday,13,no,Mobile App,Human Error,Low,Application Support,no,37,1136,181,112,92.31,75.6,74.0,7,no
INC101021,Friday,16,no,CRM,Hardware Failure,Medium,Infrastructure,no,35,744,387,145,90.01,33.3,37.0,5,no
INC101022,Sunday,12,no,CRM,Human Error,Low,Application Support,no,23,588,616,359,80.0,73.9,56.4,6,no
INC101023,Thursday,16,no,Mobile App,Performance Degradation,High,Infrastructure,no,59,1365,140,82,94.36,73.1,54.3,4,no
INC101024,Thursday,10,no,ATM Network,Performance Degradation,Critical,Infrastructure,yes,136,2854,117,135,90.95,95.5,72.6,5,no
INC101025,Tuesday,15,yes,Mobile App,Performance Degradation,Medium,Infrastructure,no,96,1322,188,150,89.77,86.3,66.9,21,no
INC101026,Sunday,3,no,ATM Network,Network Outage,High,Infrastructure,no,156,5503,562,306,80.0,81.7,63.0,2,no
INC101027,Tuesday,23,no,ATM Network,Network Outage,High,Network,no,88,2221,210,165,89.12,73.3,80.4,9,no
INC101028,Friday,15,no,Core Banking,Performance Degradation,Low,DBA,no,27,398,245,162,88.81,64.7,56.7,0,no
INC101029,Wednesday,3,no,Core Banking,Batch Failure,Critical,DBA,no,52,1357,119,65,95.19,68.3,64.3,8,no
INC101030,Thursday,4,no,Core Banking,Batch Failure,Low,Application Support,yes,34,960,234,126,90.96,50.7,47.5,4,no
INC101031,Friday,9,yes,CRM,Hardware Failure,High,Infrastructure,no,37,829,448,293,80.0,58.0,59.3,2,yes
INC101032,Wednesday,3,no,Core Banking,Batch Failure,Medium,Application Support,no,334,7417,363,118,91.3,80.1,90.2,10,no
INC101033,Saturday,14,no,Trading Platform,Performance Degradation,High,Infrastructure,no,325,8166,151,72,94.89,77.2,91.0,26,no
INC101034,Wednesday,10,no,Mobile App,Performance Degradation,Medium,Infrastructure,no,159,4674,284,140,90.44,62.7,44.8,10,no
INC101035,Thursday,17,no,Home Banking,Application Error,Medium,Application Support,yes,85,2156,124,72,95.41,67.6,86.0,3,no
INC101036,Tuesday,8,no,CRM,Human Error,Low,Application Support,no,10,316,308,153,88.83,48.3,66.2,10,no
INC101037,Wednesday,0,yes,Core Banking,Batch Failure,Critical,Application Support,no,101,2983,239,114,92.12,78.3,77.3,11,yes
INC101038,Wednesday,5,no,Mobile App,Human Error,Medium,Application Support,no,34,802,174,55,96.16,64.1,65.3,3,no
INC101039,Monday,3,no,Core Banking,Hardware Failure,Low,Infrastructure,no,245,4564,806,501,80.0,71.2,72.9,2,no
INC101040,Monday,10,no,Core Banking,Application Error,Critical,Application Support,no,20,543,329,150,89.63,48.6,21.7,5,yes
INC101041,Thursday,23,no,Core Banking,Application Error,Medium,Application Support,yes,93,2518,193,68,95.27,68.3,64.4,12,no
INC101042,Thursday,7,no,Home Banking,Application Error,Critical,Application Support,yes,41,1132,63,28,98.54,19.3,24.1,4,no
INC101043,Thursday,6,no,ATM Network,Network Outage,Critical,Infrastructure,yes,71,1976,164,124,91.82,73.0,70.6,7,yes
INC101044,Monday,9,no,Home Banking,Application Error,Medium,Application Support,no,139,3943,192,119,92.49,57.8,59.7,7,no
INC101045,Tuesday,18,no,Core Banking,Human Error,Medium,Application Support,no,176,4795,160,58,95.97,72.7,62.9,5,no
INC101046,Monday,21,no,Home Banking,Application Error,Medium,Application Support,no,68,1629,244,127,91.04,68.4,52.1,18,no
INC101047,Friday,18,no,Payments Gateway,Hardware Failure,High,Infrastructure,no,150,4115,272,155,88.9,78.2,66.3,16,yes
INC101048,Saturday,17,no,CRM,Application Error,Medium,Application Support,no,22,700,357,171,87.94,62.6,44.5,1,no
INC101049,Tuesday,8,no,Payments Gateway,Human Error,Low,Application Support,no,73,1317,346,141,90.46,74.1,59.3,3,no
INC101050,Thursday,12,no,Core Banking,Application Error,High,Application Support,no,191,5161,361,220,85.03,72.6,62.8,15,yes
INC101051,Monday,4,yes,Mobile App,Application Error,High,Application Support,yes,105,3427,216,93,93.78,85.0,86.0,22,no
INC101052,Tuesday,13,no,Trading Platform,Performance Degradation,High,Infrastructure,no,34,701,230,161,88.59,84.5,74.3,0,yes
INC101053,Monday,13,no,Trading Platform,Application Error,Medium,Application Support,no,39,1158,284,172,87.82,32.5,55.2,5,no
INC101054,Tuesday,8,no,Trading Platform,Hardware Failure,High,Infrastructure,no,139,4126,129,51,97.14,63.2,57.2,62,no
INC101055,Thursday,2,no,CRM,Application Error,Medium,Application Support,yes,14,208,245,127,90.89,70.0,71.7,1,no
INC101056,Saturday,10,no,Payments Gateway,Performance Degradation,High,Infrastructure,no,32,902,88,34,98.13,78.4,84.5,19,no
INC101057,Monday,18,yes,CRM,Network Outage,Medium,Network,no,69,1702,175,87,94.1,49.3,52.9,4,no
INC101058,Thursday,14,no,Core Banking,Performance Degradation,Medium,DBA,no,47,1170,267,149,89.4,100.0,92.6,4,no
INC101059,Friday,2,no,ATM Network,Batch Failure,High,Application Support,no,17,350,272,174,87.5,58.1,61.1,3,yes
INC101060,Sunday,5,no,Trading Platform,Application Error,High,Application Support,yes,178,5371,145,81,94.13,70.8,78.8,3,no
INC101061,Thursday,23,no,CRM,Application Error,High,Application Support,yes,15,390,285,216,85.15,52.7,41.1,1,yes
INC101062,Tuesday,19,no,Mobile App,Application Error,Medium,Application Support,yes,59,1437,256,129,90.72,76.7,61.8,2,no
INC101063,Thursday,17,no,Trading Platform,Application Error,High,Application Support,yes,32,664,127,45,97.42,49.3,57.8,7,no
INC101064,Tuesday,7,no,Core Banking,Human Error,Low,Application Support,no,43,1030,431,167,88.33,51.8,55.3,1,no
INC101065,Sunday,14,no,Payments Gateway,Performance Degradation,High,Infrastructure,no,34,665,500,339,80.0,56.2,62.3,3,yes
INC101066,Wednesday,9,no,Home Banking,Performance Degradation,High,Infrastructure,no,160,3718,249,152,89.66,85.7,68.1,34,yes
INC101067,Thursday,14,no,ATM Network,Network Outage,High,Network,no,74,1908,201,122,92.1,59.2,74.3,12,no
INC101068,Monday,13,no,Payments Gateway,Application Error,Medium,Application Support,no,167,4435,249,171,87.97,50.1,48.3,9,no
INC101069,Wednesday,14,no,Home Banking,Performance Degradation,Low,Infrastructure,no,37,1128,197,94,93.51,54.6,55.8,2,no
INC101070,Saturday,3,yes,Core Banking,Batch Failure,Critical,DBA,no,566,14741,202,107,92.08,81.0,85.8,6,yes
INC101071,Thursday,17,no,Payments Gateway,Network Outage,Critical,Infrastructure,yes,15,339,79,27,98.16,68.0,38.7,4,no
INC101072,Wednesday,15,no,Payments Gateway,Performance Degradation,High,Infrastructure,no,18,323,170,120,92.07,88.5,73.4,4,no
INC101073,Sunday,10,no,Payments Gateway,Performance Degradation,Low,Infrastructure,no,283,7465,531,311,80.0,72.1,71.3,14,yes
INC101074,Saturday,12,no,CRM,Human Error,Low,Application Support,no,53,1333,118,31,98.66,12.2,25.5,5,no
INC101075,Tuesday,23,no,Core Banking,Application Error,Critical,Application Support,no,113,2809,84,8,99.63,85.3,76.4,8,no
INC101076,Thursday,10,no,Trading Platform,Performance Degradation,Medium,DBA,yes,75,1926,149,74,94.67,66.2,47.2,3,no
INC101077,Wednesday,16,no,Payments Gateway,Application Error,Medium,Application Support,no,115,3153,312,230,84.19,52.4,62.4,25,no
INC101078,Thursday,23,no,Core Banking,Network Outage,Medium,Network,yes,87,2350,216,102,92.4,78.1,58.3,16,no
INC101079,Tuesday,19,no,Home Banking,Security Alert,Medium,Security,no,30,724,339,184,86.94,81.5,80.9,3,no
INC101080,Tuesday,18,no,Mobile App,Application Error,Medium,Application Support,no,157,3425,232,137,90.06,53.7,54.3,1,no
INC101081,Saturday,10,yes,Mobile App,Performance Degradation,Medium,DBA,no,136,3024,187,104,92.78,85.3,71.0,1,no
INC101082,Sunday,12,no,Home Banking,Network Outage,Critical,Network,no,347,9823,191,148,89.7,83.4,68.8,80,yes
INC101083,Saturday,3,no,Core Banking,Batch Failure,Critical,Application Support,no,406,9419,187,123,91.88,77.5,83.9,24,yes
INC101084,Sunday,13,no,Core Banking,Human Error,Medium,Application Support,no,94,1849,191,84,94.13,70.9,95.9,9,no
INC101085,Friday,0,no,Home Banking,Network Outage,Critical,Network,no,29,845,205,107,92.22,74.7,45.2,5,yes
INC101086,Friday,2,no,Home Banking,Hardware Failure,High,Infrastructure,no,392,8337,451,211,85.89,54.2,52.0,17,yes
INC101087,Friday,22,no,ATM Network,Network Outage,Medium,Network,no,23,542,565,279,80.0,64.4,72.3,1,yes
INC101088,Wednesday,11,no,Payments Gateway,Human Error,Low,Infrastructure,no,79,2123,173,106,92.65,53.1,55.1,10,no
INC101089,Wednesday,10,no,Mobile App,Application Error,Critical,Application Support,yes,74,1812,47,48,96.74,50.8,52.2,2,no
INC101090,Tuesday,6,no,ATM Network,Network Outage,Critical,Network,no,48,731,345,165,88.54,52.2,46.7,1,yes
INC101091,Thursday,15,no,ATM Network,Hardware Failure,Medium,Infrastructure,no,121,3148,647,386,80.0,75.9,70.3,7,yes
INC101092,Tuesday,23,no,Home Banking,Network Outage,High,Network,no,99,3006,186,44,96.98,32.6,42.9,3,no
INC101093,Tuesday,20,no,Mobile App,Network Outage,Critical,Network,no,140,3929,220,86,94.2,62.3,56.2,1,yes
INC101094,Thursday,7,no,Home Banking,Human Error,Low,Infrastructure,no,29,485,373,192,86.46,51.2,53.5,3,no
INC101095,Wednesday,12,yes,ATM Network,Network Outage,Critical,Network,no,65,2111,424,162,88.24,57.9,70.0,7,yes
INC101096,Monday,14,yes,Mobile App,Performance Degradation,Critical,DBA,no,47,951,151,120,91.65,80.6,70.1,2,no
INC101097,Friday,10,no,Home Banking,Security Alert,Medium,Security,no,64,1311,618,295,80.0,75.3,52.0,14,yes
INC101098,Saturday,10,no,ATM Network,Hardware Failure,Medium,Infrastructure,no,54,1527,394,189,86.62,74.0,75.3,3,no
INC101099,Monday,13,yes,CRM,Human Error,Medium,Application Support,yes,214,5662,112,48,97.07,65.8,46.7,15,no
INC101100,Monday,13,no,Home Banking,Performance Degradation,Medium,Infrastructure,no,60,1469,247,124,91.93,73.9,80.8,1,no
INC101101,Tuesday,7,no,Mobile App,Application Error,Low,Application Support,yes,8,166,318,194,86.93,75.2,51.3,2,no
INC101102,Friday,0,no,Core Banking,Batch Failure,Critical,Application Support,no,291,8879,340,171,88.46,69.8,72.4,9,yes
INC101103,Saturday,12,no,ATM Network,Performance Degradation,Medium,Infrastructure,yes,91,2281,261,134,90.72,62.0,59.2,7,no
INC101104,Monday,7,no,ATM Network,Hardware Failure,Critical,Infrastructure,no,64,1204,167,18,99.11,62.8,44.4,6,yes
INC101105,Friday,15,no,ATM Network,Performance Degradation,Medium,Infrastructure,yes,41,1190,106,98,93.32,65.4,44.9,6,no
INC101106,Monday,15,no,Home Banking,Application Error,Medium,Application Support,no,32,783,671,325,80.0,42.6,28.0,3,yes
INC101107,Wednesday,10,no,Mobile App,Application Error,Medium,Application Support,no,430,12678,403,210,85.1,49.7,48.6,37,no
INC101108,Sunday,10,no,Trading Platform,Performance Degradation,High,Infrastructure,no,58,1610,302,173,88.22,62.4,70.6,2,yes
INC101109,Monday,16,no,Payments Gateway,Hardware Failure,Medium,Infrastructure,no,14,492,466,242,82.75,63.9,49.6,6,no
INC101110,Monday,3,no,CRM,Application Error,Medium,Application Support,no,51,1280,360,159,89.2,85.7,66.5,13,no
INC101111,Wednesday,8,no,Mobile App,Performance Degradation,Low,Infrastructure,no,189,4709,242,110,91.76,54.5,52.7,39,no
INC101112,Thursday,9,no,ATM Network,Hardware Failure,High,Infrastructure,no,77,2153,445,255,81.87,63.7,58.0,2,yes
INC101113,Sunday,8,no,Payments Gateway,Human Error,Low,Application Support,no,26,550,170,79,94.06,55.2,50.4,3,no
INC101114,Sunday,10,no,Mobile App,Application Error,Medium,Application Support,no,30,854,340,185,87.24,49.4,45.8,1,no
INC101115,Monday,8,no,CRM,Human Error,Medium,Application Support,no,17,283,131,96,93.46,63.4,85.6,5,no
INC101116,Monday,10,yes,Home Banking,Performance Degradation,Medium,Infrastructure,no,301,7395,66,49,97.45,73.4,54.3,46,no
INC101117,Friday,15,no,ATM Network,Hardware Failure,Medium,Infrastructure,no,57,1435,465,239,83.37,54.3,61.8,9,no
INC101118,Tuesday,1,no,Core Banking,Batch Failure,High,Application Support,no,16,448,161,74,95.13,63.9,44.1,3,no
INC101119,Saturday,9,no,Trading Platform,Performance Degradation,High,Infrastructure,no,79,1670,225,157,89.15,45.8,44.2,12,no
INC101120,Thursday,9,yes,Payments Gateway,Performance Degradation,Medium,Infrastructure,yes,78,2251,187,105,92.95,84.6,74.2,4,no
INC101121,Monday,22,no,CRM,Application Error,Medium,Application Support,yes,25,637,460,258,82.13,21.8,18.8,1,yes
INC101122,Saturday,8,no,Trading Platform,Network Outage,High,Infrastructure,no,22,576,410,246,83.3,71.3,70.2,2,yes
INC101123,Monday,10,no,Home Banking,Performance Degradation,Low,DBA,no,25,652,439,232,83.52,70.8,80.1,2,no
INC101124,Wednesday,9,no,Trading Platform,Performance Degradation,High,DBA,no,148,3925,247,143,89.21,75.7,89.4,10,yes
INC101125,Thursday,2,no,CRM,Batch Failure,High,Application Support,no,52,1621,358,229,84.24,77.9,85.0,25,yes
INC101126,Wednesday,5,no,Mobile App,Network Outage,Medium,Network,no,109,2830,510,276,80.2,75.9,64.8,5,yes
INC101127,Thursday,5,yes,Core Banking,Batch Failure,Low,Application Support,no,70,1932,524,277,81.22,46.6,48.5,7,no
INC101128,Thursday,17,no,Home Banking,Human Error,Medium,Infrastructure,no,103,2596,242,157,88.91,77.1,84.8,5,no
INC101129,Sunday,8,no,Trading Platform,Human Error,High,Application Support,no,36,851,50,45,96.51,43.1,40.9,2,no
INC101130,Sunday,9,no,Core Banking,Application Error,Critical,Application Support,no,73,1771,480,255,83.24,39.5,33.9,8,yes
INC101131,Wednesday,7,no,ATM Network,Application Error,Medium,Application Support,no,164,3958,654,457,80.0,89.4,70.8,8,yes
INC101132,Monday,0,yes,Core Banking,Batch Failure,High,DBA,no,261,7130,266,88,93.82,69.6,57.6,6,yes
INC101133,Friday,10,yes,Mobile App,Application Error,Medium,Application Support,no,25,637,169,98,93.46,37.1,40.3,2,no
INC101134,Sunday,10,no,Core Banking,Human Error,High,Application Support,no,64,1389,260,147,90.08,40.1,22.4,17,yes
INC101135,Tuesday,12,no,Payments Gateway,Performance Degradation,Low,DBA,no,124,3001,276,125,91.72,83.8,81.9,5,no
INC101136,Wednesday,2,no,Core Banking,Batch Failure,High,Application Support,no,397,7533,307,164,88.14,49.3,42.2,20,yes
INC101137,Wednesday,3,yes,Home Banking,Batch Failure,Medium,DBA,no,360,8755,197,95,93.59,51.9,61.9,73,no
INC101138,Monday,7,no,Home Banking,Application Error,High,Application Support,no,38,933,599,335,80.0,95.9,93.4,2,yes
INC101139,Thursday,13,no,Core Banking,Human Error,High,Infrastructure,yes,244,7914,41,1,99.61,96.3,83.3,20,no
INC101140,Tuesday,11,no,Mobile App,Performance Degradation,Critical,DBA,no,99,3035,139,50,96.54,72.0,65.3,170,yes
INC101141,Friday,2,yes,CRM,Network Outage,High,Network,no,108,2268,110,40,96.59,57.4,68.8,10,no
INC101142,Saturday,7,no,Home Banking,Application Error,Medium,Application Support,no,147,3797,392,217,85.25,71.1,79.9,6,no
INC101143,Friday,15,yes,Trading Platform,Human Error,High,Application Support,no,17,459,99,75,94.69,38.5,58.5,4,no
INC101144,Wednesday,4,no,Core Banking,Network Outage,High,Network,no,120,2816,477,267,81.29,41.8,38.2,10,yes
INC101145,Tuesday,17,no,ATM Network,Hardware Failure,Critical,Infrastructure,no,188,4584,210,150,89.54,20.6,13.4,8,yes
INC101146,Friday,10,no,Home Banking,Human Error,Medium,Application Support,no,75,1834,293,153,89.32,67.9,58.7,1,no
INC101147,Friday,13,no,Mobile App,Performance Degradation,High,Infrastructure,no,66,2153,124,93,93.94,83.4,70.5,8,no
INC101148,Wednesday,10,no,Mobile App,Human Error,High,Application Support,no,20,470,106,46,96.42,73.3,49.3,3,no
INC101149,Saturday,21,no,Core Banking,Application Error,Critical,Application Support,no,153,4009,166,103,92.71,76.8,69.8,9,yes
INC101150,Monday,14,yes,Home Banking,Performance Degradation,Medium,DBA,no,92,1389,359,239,83.33,90.7,73.7,35,no
INC101151,Saturday,3,no,Core Banking,Batch Failure,Low,Application Support,no,24,671,681,368,80.0,75.3,74.7,15,no
INC101152,Monday,9,no,Mobile App,Performance Degradation,Medium,Infrastructure,no,56,1717,398,274,81.03,63.7,63.6,7,no
INC101153,Monday,1,yes,CRM,Batch Failure,Critical,Application Support,no,55,1109,186,80,94.19,66.8,51.6,6,yes
INC101154,Thursday,2,no,Core Banking,Batch Failure,Low,Application Support,no,34,762,622,321,80.0,46.2,71.1,0,no
INC101155,Monday,4,no,CRM,Batch Failure,Low,DBA,no,32,833,308,158,89.21,54.9,55.9,0,no
INC101156,Monday,1,yes,Core Banking,Batch Failure,High,DBA,no,15,449,288,167,88.94,32.0,26.0,0,yes
INC101157,Monday,13,yes,Home Banking,Performance Degradation,High,Infrastructure,no,284,7622,408,189,86.89,80.1,81.9,3,yes
INC101158,Wednesday,15,no,Home Banking,Performance Degradation,Medium,Infrastructure,no,77,1814,135,12,99.13,71.4,72.4,10,no
INC101159,Friday,5,no,Mobile App,Application Error,Low,Application Support,yes,22,630,340,168,88.29,60.5,59.9,8,no
INC101160,Monday,12,no,Mobile App,Human Error,Low,Application Support,no,6,97,313,136,90.37,53.7,46.8,1,no
INC101161,Thursday,15,no,CRM,Human Error,Low,Application Support,no,87,3132,445,231,84.37,47.1,36.6,5,no
INC101162,Friday,4,yes,Mobile App,Batch Failure,Medium,Application Support,no,117,3527,488,216,85.03,56.6,49.2,6,yes
INC101163,Monday,1,no,ATM Network,Network Outage,Low,Network,no,59,1645,571,321,80.0,88.1,58.8,3,no
INC101164,Monday,8,no,Mobile App,Security Alert,Critical,Security,no,204,4227,218,122,91.95,55.2,43.5,13,yes
INC101165,Saturday,2,no,Home Banking,Security Alert,High,Security,no,172,5000,237,158,89.36,70.8,59.7,23,no
INC101166,Friday,9,yes,Payments Gateway,Application Error,Medium,Application Support,no,82,2355,268,163,88.89,64.2,49.7,2,no
INC101167,Thursday,17,no,Core Banking,Hardware Failure,Critical,Infrastructure,yes,70,1202,90,1,98.97,52.0,40.8,0,no
INC101168,Friday,0,yes,Core Banking,Batch Failure,High,Application Support,no,50,1031,472,267,81.46,73.7,72.5,2,yes
INC101169,Monday,12,no,Mobile App,Network Outage,High,Infrastructure,yes,120,3242,227,168,88.65,53.2,62.3,15,no
INC101170,Wednesday,18,no,Home Banking,Security Alert,High,Security,no,296,7330,174,71,95.2,63.5,82.2,18,no
INC101171,Friday,15,no,Payments Gateway,Performance Degradation,Critical,DBA,no,78,1776,152,83,94.31,77.8,91.4,1,yes
INC101172,Tuesday,10,no,Core Banking,Hardware Failure,High,Infrastructure,no,292,8525,630,310,80.0,49.3,45.2,20,yes
INC101173,Friday,0,no,Core Banking,Batch Failure,High,DBA,no,102,2262,378,249,82.76,42.2,58.3,9,yes
INC101174,Wednesday,0,no,CRM,Application Error,Medium,Application Support,no,54,1213,210,95,93.82,72.1,70.1,0,no
INC101175,Friday,2,yes,CRM,Batch Failure,High,DBA,yes,368,8206,38,1,99.99,84.2,78.0,24,no
INC101176,Wednesday,10,no,Mobile App,Application Error,Low,Application Support,yes,282,7585,326,223,84.54,65.4,49.9,31,no
INC101177,Tuesday,2,no,Core Banking,Batch Failure,High,DBA,no,331,5993,162,48,96.98,58.7,50.5,20,no
INC101178,Monday,2,yes,ATM Network,Network Outage,Low,Network,no,23,449,722,421,80.0,87.1,88.5,2,no
INC101179,Monday,17,no,Core Banking,Performance Degradation,High,Infrastructure,no,557,10029,303,129,90.66,77.8,46.9,120,yes
INC101180,Friday,13,no,Mobile App,Security Alert,Critical,Security,no,87,2041,297,140,90.28,75.0,60.0,3,yes
INC101181,Monday,3,no,Home Banking,Network Outage,Medium,Network,no,59,1597,912,397,80.0,58.2,49.8,3,yes
INC101182,Monday,3,no,Core Banking,Batch Failure,Medium,Application Support,no,9,294,613,346,80.0,57.7,63.5,0,yes
INC101183,Monday,10,yes,CRM,Performance Degradation,Critical,Infrastructure,no,68,1502,296,189,87.2,53.9,55.0,5,yes
INC101184,Monday,0,yes,Payments Gateway,Batch Failure,High,DBA,yes,26,728,292,131,90.88,45.7,57.4,4,yes
